gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	is_responder	n_response_celltypes
RFX8	singleton	dispersed	SSD	dispersed_SSD	RFX	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	True	1
DEAF1	singleton	dispersed	SSD	dispersed_SSD	SAND	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
SMAD4	singleton	dispersed	SSD	dispersed_SSD	SMAD	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX1	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX10	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX15	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX18	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX20	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX22	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX6	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBPL1	singleton	dispersed	SSD	dispersed_SSD	TBP	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TEAD2	singleton	dispersed	SSD	dispersed_SSD	TEA	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
THAP1	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP10	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP11	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
THAP12	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP2	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP3	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP4	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
THAP5	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
THAP6	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP7	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP8	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP9	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ASCL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ASCL2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	4
ASCL5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ATOH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ATOH7	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ATOH8	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
BHLHA15	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
BHLHA9	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
BHLHE40	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	True	20
BHLHE41	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	True	4
FIGLA	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HELT	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HES2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HES3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HES5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HES6	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HES7	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
LYL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MAX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	True	1
MLX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MNT	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MSGN1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
NCOA1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
NEUROD1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NHLH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NHLH2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NPAS4	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
OLIG3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PTF1A	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
SCX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
SOHLH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
TAL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TAL2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TCF15	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TCFL5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	True	1
TFAP4	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
TWIST2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
USF3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
BATF2	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	4
BATF3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	15
CREBL2	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	True	3
CREBZF	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
DDIT3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	True	2
NFIL3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	13
TEF	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
XBP1	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	True	15
MTERF1	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
MTERF2	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	True	1
MTERF3	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
MTERF4	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0			no_paralog_node	True	3
TFAP2A	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	False	0
TFAP2C	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	False	0
TFAP2E	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	False	0
ARID3A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	1
ARID3B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	4
ARID5A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	6
ARID5B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	9
CBX2	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
PHF20	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
SCML4	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	12
SRCAP	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	False	0
SGSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	True	1
ZBED1	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	3
ZBED4	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
BCL11A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	3
BCL11B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	5
BNC1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	False	0
BNC2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	True	7
CTCF	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
CTCFL	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
DPF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	False	0
DPF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	True	2
DZIP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
EGR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	True	6
EGR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	True	5
EGR3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	True	3
FEZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
FEZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
GFI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	8
GFI1B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
GLIS1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
GLIS3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	6
GTF3A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
HIVEP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	1
HIVEP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	2
HIVEP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	6
IKZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
IKZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	8
IKZF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	5
IKZF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	7
INSM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	1
INSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
KLF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	1
KLF10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	True	13
KLF11	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	True	3
KLF13	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	False	0
KLF14	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
KLF16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
KLF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	4
KLF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	4
KLF6	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	10
KLF7	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	6
KLF8	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
KLF9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	True	3
L3MBTL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
L3MBTL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	4
L3MBTL4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	5
MECOM	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	2
MYT1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
MYT1L	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
OSR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
OSR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
PRDM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	True	6
PRDM10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	False	0
PRDM16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	2
PRDM4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
SALL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
SALL2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
SALL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
SLC2A4RG	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	3
SNAI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	False	0
SNAI2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	False	0
SNAI3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	True	2
SP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
SP9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
ST18	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	4
TSHZ1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata		no_paralog_node	True	6
YY1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	False	0
YY2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	False	0
ZBTB10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata		no_paralog_node	True	3
ZBTB2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		6	Vertebrata		no_paralog_node	False	0
ZBTB44	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Chordata	Chordata	pre2R_ancient	True	1
ZBTB46	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	True	5
ZBTB49	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
ZBTB5	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
ZFP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	False	0
ZFP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
ZFP42	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	False	0
ZFPM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	True	4
ZIC3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	False	0
ZNF142	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	False	0
ZNF143	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	False	0
ZNF280C	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
ZNF280D	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
ZNF296	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	False	0
ZNF362	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	True	3
ZNF384	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	False	0
ZNF385B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
ZNF385D	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	1
ZNF395	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	3
ZNF423	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	False	0
ZNF462	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	2
ZNF503	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	False	0
ZNF513	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	3
ZNF521	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	True	2
ZNF532	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	True	4
